"일련번호","아파트","도로명주소","월","일","전용면적","층","거래금액"
"11680-211","선경","서울특별시 강남구 삼성로 151",11,17,136.68,7,"350000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",11,17,107.16,8,"255000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",11,17,110.82,7,"283000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",11,17,121.18,12,"315000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,17,74.97,7,"85550"
"11680-470","타워팰리스","서울특별시 강남구 언주로30길 26",11,17,163.702,27,"327000"
"11680-529","테헤란로대우아이빌","서울특별시 강남구 테헤란로 428",11,17,59.83,26,"78500"
"11680-260","풍림지오빌","서울특별시 강남구 테헤란로5길 36",11,17,32.95,6,"33000"
"11680-381","한양","서울특별시 강남구 압구정로 313",11,17,101.09,5,"239000"
"11680-21","한양","서울특별시 강남구 압구정로 313",11,17,106.71,6,"241500"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",11,17,84.94,8,"275000"
"11680-505","개포자이","서울특별시 강남구 개포로109길 69",11,18,168.42,20,"240000"
"11680-505","개포자이","서울특별시 강남구 개포로109길 69",11,18,168.42,20,"240000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",11,18,130.545,13,"200000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",11,18,36.29,9,"36000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",11,18,111.38,1,"258000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,18,84.92,10,"98750"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,18,59.96,8,"75350"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,18,84.83,9,"95200"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,18,74.97,10,"86800"
"11680-349","한신","서울특별시 강남구 언주로 123",11,18,52.72,8,"178000"
"11680-427","현대","서울특별시 강남구 압구정로29길 23",11,18,108.47,8,"300000"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",11,18,84.98,15,"285000"
"11680-417","현대","서울특별시 강남구 압구정로39길 58",11,18,82.5,5,"233000"
"11680-420","현대","서울특별시 강남구 압구정로 201",11,18,144.2,10,"390000"
"11680-422","현대","서울특별시 강남구 압구정로 309",11,18,107.64,2,"239500"
"11680-4298","강남한양수자인","서울특별시 강남구 자곡로 260",11,19,101.51,3,"174500"
"11680-3680","개나리래미안","서울특별시 강남구 역삼로 306",11,19,84.93,16,"258000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",11,19,60.76,5,"200000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",11,19,34.44,8,"88500"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",11,19,49.5,7,"129500"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",11,19,59.505,22,"70000"
"11680-205","대치삼성","서울특별시 강남구 도곡로78길 22",11,19,59.88,2,"179000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",11,19,84.9984,22,"274000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",11,19,120.8233,4,"300000"
"11680-237","동부센트레빌","서울특별시 강남구 선릉로 423",11,19,59.82,4,"149500"
"11680-426","신현대","서울특별시 강남구 압구정로 151",11,19,121.18,8,"310000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",11,19,108.88,3,"267000"
"11680-3621","역삼래미안","서울특별시 강남구 선릉로69길 19",11,19,59.4,14,"193500"
"11680-467","지고하임","서울특별시 강남구 강남대로136길 40",11,19,73.17,1,"88500"
"11680-481","한보미도맨션","서울특별시 강남구 삼성로 150",11,19,84.96,6,"241000"
"11680-384","한양","서울특별시 강남구 압구정로61길 37",11,19,106.22,8,"250000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,19,84.675,19,"249000"
"11680-4324","강남데시앙포레","서울특별시 강남구 광평로34길 55",11,20,84.92,9,"180000"
"11680-4050","강남서해더블루","서울특별시 강남구 논현로63길 16",11,20,71.26,3,"83000"
"11680-4036","대명벨리온","서울특별시 강남구 역삼로25길 27",11,20,17.684,3,"21000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",11,20,84.48,4,"153000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",11,20,59.96,15,"132000"
"11680-472","아이파크","서울특별시 강남구 영동대로 640",11,20,156.857,12,"405000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,20,59.96,4,"74050"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,20,74.97,11,"87850"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,20,74.97,1,"82000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,20,59.96,8,"74250"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",11,20,28.246,8,"81800"
"11680-599","우림루미아트","서울특별시 강남구 봉은사로81길 8",11,20,111.15,5,"150000"
"11680-711","원팰리스","서울특별시 강남구 남부순환로351길 23",11,20,58.7,1,"33000"
"11680-481","한보미도맨션","서울특별시 강남구 삼성로 150",11,20,115.05,5,"297000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",11,20,84.73,4,"197000"
"11680-384","한양","서울특별시 강남구 압구정로61길 37",11,20,106.22,2,"245000"
"11680-488","한양럭스","서울특별시 강남구 테헤란로25길 58",11,20,103.28,2,"97000"
"11680-415","현대","서울특별시 강남구 압구정로29길 71",11,20,131.48,4,"335000"
"11680-415","현대","서울특별시 강남구 압구정로29길 71",11,20,161.18,12,"410000"
"11680-419","현대","서울특별시 강남구 압구정로29길 68",11,20,82.23,12,"290000"
"11680-4324","강남데시앙포레","서울특별시 강남구 광평로34길 55",11,21,84.86,7,"177000"
"11680-4324","강남데시앙포레","서울특별시 강남구 광평로34길 55",11,21,59.81,9,"143000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",11,21,73.02,3,"225000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",11,21,73.02,12,"230000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",11,21,53.46,10,"175000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",11,21,134.9023,16,"355000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",11,21,84.9231,6,"285000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",11,21,84.99,5,"230000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",11,21,36.29,8,"36000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",11,21,60,3,"129000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",11,21,60,8,"129500"
"11680-304","샘터마을","서울특별시 강남구 일원로 120",11,21,115.366,2,"210000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",11,21,33.18,8,"98000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",11,21,33.18,4,"98000"
"11680-566","아카데미스위트","서울특별시 강남구 언주로30길 21",11,21,122.07,36,"192000"
"11680-3621","역삼래미안","서울특별시 강남구 선릉로69길 19",11,21,80.87,3,"213000"
"11680-3643","역삼푸르지오","서울특별시 강남구 언주로 332",11,21,84.9097,3,"233000"
"11680-378","한양","서울특별시 강남구 압구정로 321",11,21,63.87,7,"200000"
"11680-378","한양","서울특별시 강남구 압구정로 321",11,21,49.98,3,"174000"
"11680-378","한양","서울특별시 강남구 압구정로 321",11,21,78.05,8,"240000"
"11680-379","한양","서울특별시 강남구 압구정로 347",11,21,147.41,8,"362000"
"11680-381","한양","서울특별시 강남구 압구정로 313",11,21,102.81,1,"222500"
"11680-382","한양","서울특별시 강남구 압구정로 401",11,21,115.24,5,"277000"
"11680-383","한양","서울특별시 강남구 압구정로 403",11,21,204.64,9,"485000"
"11680-427","현대","서울특별시 강남구 압구정로29길 23",11,21,105.31,6,"295000"
"11680-419","현대","서울특별시 강남구 압구정로29길 68",11,21,82.23,6,"270000"
"11680-419","현대","서울특별시 강남구 압구정로29길 68",11,21,82.23,13,"289000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,21,84.991,8,"248000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,21,84.991,8,"248000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",11,22,34.44,8,"90000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",11,22,39.53,5,"102500"
"11680-365","타워팰리스","서울특별시 강남구 언주로30길 57",11,22,162.6,18,"315000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",11,23,172.464,26,"270000"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",11,23,36.96,13,"42500"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",11,23,60,9,"129000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",11,23,49.86,14,"135000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",11,23,49.86,2,"130500"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",11,23,49.96,5,"112000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",11,23,111.38,5,"295000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,23,84.96,15,"99150"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,23,59.96,2,"72600"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,23,84.83,11,"96400"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,23,74.97,4,"83500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,23,84.96,1,"94000"
"11680-4317","이스턴오피스텔","서울특별시 강남구 테헤란로14길 13",11,23,15.25,15,"19000"
"11680-4317","이스턴오피스텔","서울특별시 강남구 테헤란로14길 13",11,23,14.78,14,"19000"
"11680-529","테헤란로대우아이빌","서울특별시 강남구 테헤란로 428",11,23,30.46,6,"35800"
"11680-260","풍림지오빌","서울특별시 강남구 테헤란로5길 36",11,23,32.95,6,"33000"
"11680-251","한스빌","서울특별시 강남구 도곡로3길 26",11,23,41.95,12,"39200"
"11680-424","현대","서울특별시 강남구 압구정로29길 69",11,23,108.15,6,"280000"
"11680-424","현대","서울특별시 강남구 압구정로29길 69",11,23,151.93,5,"370000"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",11,23,84.98,8,"290000"
"11680-419","현대","서울특별시 강남구 압구정로29길 68",11,23,82.23,4,"285000"
"11680-4510","강남더샵포레스트","서울특별시 강남구 광평로34길 35",11,24,146.7139,5,"277500"
"11680-283","개포우성","서울특별시 강남구 개포로 307",11,24,104.43,14,"218000"
"11680-276","경남아너스빌","서울특별시 강남구 언주로85길 13",11,24,84.688,17,"147500"
"11680-276","경남아너스빌","서울특별시 강남구 언주로85길 13",11,24,84.688,17,"147500"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",11,24,84.9231,15,"284500"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",11,24,207.52,2,"240000"
"11680-315","동익","서울특별시 강남구 광평로39길 3",11,24,84.46,8,"157000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",11,24,59.94,2,"125800"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",11,24,59.96,9,"135000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",11,24,39.98,1,"88000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,24,84.96,4,"95850"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,24,74.97,11,"88150"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,24,59.96,3,"72700"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,24,74.97,7,"86350"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,24,84.92,4,"95650"
"11680-524","우정에쉐르","서울특별시 강남구 테헤란로77길 8",11,24,55.12,6,"72000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",11,24,198.41,14,"520000"
"11680-417","현대","서울특별시 강남구 압구정로39길 58",11,24,82.5,2,"238000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",11,25,53.06,3,"180000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",11,25,53.06,10,"178000"
"11680-310","개포한신","서울특별시 강남구 개포로110길 43",11,25,107.6,4,"202000"
"11680-530","대우아이빌명문가","서울특별시 강남구 선릉로90길 56",11,25,34.2,11,"33000"
"11680-3871","래미안그레이튼","서울특별시 강남구 도곡로43길 20",11,25,59.97,11,"199500"
"11680-316","삼성","서울특별시 강남구 광평로31길 27",11,25,84.97,2,"171000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",11,25,74.54,1,"174000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,25,74.97,11,"88250"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,25,74.97,1,"82050"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,25,59.96,4,"73250"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",11,25,78.99,55,"195000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",11,25,222.48,55,"555000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",11,25,174.67,31,"335000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,25,52.73,1,"179000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,25,83.86,8,"218000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,25,59.48,4,"194000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,25,59.48,2,"193000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,25,59.48,1,"185000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,25,52.73,5,"178000"
"11680-292","현대","서울특별시 강남구 개포로 303",11,25,95.4,4,"200000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,25,84.991,9,"246900"
"11680-4298","강남한양수자인","서울특별시 강남구 자곡로 260",11,26,114.32,5,"171000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",11,26,53.06,1,"165000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",11,26,49.5,12,"133500"
"11680-668","대우디오빌플러스","서울특별시 강남구 강남대로84길 33",11,26,43.99,13,"43000"
"11680-385","미성","서울특별시 강남구 압구정로11길 17",11,26,106.48,1,"258000"
"11680-20","미성","서울특별시 강남구 압구정로 113",11,26,140.9,13,"330000"
"11680-194","삼성동한솔","서울특별시 강남구 학동로64길 7",11,26,58.57,11,"153000"
"11680-566","아카데미스위트","서울특별시 강남구 언주로30길 21",11,26,122.07,22,"180000"
"11680-218","은마","서울특별시 강남구 삼성로 212",11,26,84.43,4,"220000"
"11680-78","청담현대","서울특별시 강남구 도산대로101길 29",11,26,109.53,1,"215000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,26,83.86,4,"220000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,26,52.73,7,"169700"
"11680-349","한신","서울특별시 강남구 언주로 123",11,26,52.73,7,"179000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,26,52.73,3,"173500"
"11680-349","한신","서울특별시 강남구 언주로 123",11,26,52.72,7,"175000"
NA,"효성빌라청담","서울특별시 강남구 압구정로71길 28",11,26,226.74,5,"620000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,26,84.991,1,"223500"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,26,84.991,5,"250000"
"11680-320","경남","서울특별시 강남구 논현로 209",11,27,84.94,16,"177500"
"11680-3834","삼성동힐스테이트","서울특별시 강남구 학동로68길 29",11,27,84.349,2,"210000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",11,27,108.88,9,"285000"
"11680-4356","아크로힐스논현","서울특별시 강남구 언주로 604",11,27,113.087,25,"267000"
"11680-18","알파임하우스","서울특별시 강남구 언주로164길 20",11,27,242.16,6,"360000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,27,59.96,3,"73100"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,27,74.97,3,"130000"
"11680-3643","역삼푸르지오","서울특별시 강남구 언주로 332",11,27,84.9097,7,"240000"
"11680-218","은마","서울특별시 강남구 삼성로 212",11,27,76.79,6,"196000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,27,52.73,3,"175000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,27,52.72,9,"180000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,27,83.86,1,"225000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",11,28,84.84,6,"155000"
"11680-3678","개나리푸르지오","서울특별시 강남구 역삼로 314",11,28,59.6851,9,"205000"
"11680-320","경남","서울특별시 강남구 논현로 209",11,28,84.94,14,"188000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",11,28,34.44,8,"89800"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",11,28,114.9931,8,"337000"
"11680-315","동익","서울특별시 강남구 광평로39길 3",11,28,84.46,1,"145500"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",11,28,84.97,9,"252000"
"11680-3862","로덴하우스웨스트빌리지","서울특별시 강남구 남부순환로378길 11",11,28,244.66,10,"420000"
"11680-20","미성","서울특별시 강남구 압구정로 113",11,28,74.4,6,"225000"
"11680-3834","삼성동힐스테이트","서울특별시 강남구 학동로68길 29",11,28,31.402,10,"118800"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,28,74.89,4,"141000"
"11680-337","우성","서울특별시 강남구 언주로 117",11,28,152.74,1,"298000"
"11680-4284","청담신원아침도시마인","서울특별시 강남구 도산대로85길 30",11,28,35.775,5,"48000"
"11680-529","테헤란로대우아이빌","서울특별시 강남구 테헤란로 428",11,28,59.83,18,"78500"
"11680-529","테헤란로대우아이빌","서울특별시 강남구 테헤란로 428",11,28,30.46,22,"37000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,28,59.48,8,"199000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,28,59.48,8,"199000"
"11680-349","한신","서울특별시 강남구 언주로 123",11,28,52.73,2,"175500"
"11680-349","한신","서울특별시 강남구 언주로 123",11,28,52.72,4,"177000"
"11680-378","한양","서울특별시 강남구 압구정로 321",11,28,63.87,9,"210000"
"11680-249","한화진넥스빌","서울특별시 강남구 언주로86길 11",11,28,43.58,7,"40000"
"11680-427","현대","서울특별시 강남구 압구정로29길 23",11,28,108.47,1,"267000"
"11680-421","현대","서울특별시 강남구 압구정로 201",11,28,144.2,10,"399000"
"11680-352","현대그린","서울특별시 강남구 논현로51길 25",11,28,84.93,2,"163000"
"11680-351","현대","서울특별시 강남구 도곡로18길 34",11,28,84.96,5,"166000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,28,59.947,12,"200000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",11,28,84.991,4,"245000"
"11680-522","LG선릉에클라트","서울특별시 강남구 테헤란로63길 12",11,28,36.35,14,"34200"
"11680-316","삼성","서울특별시 강남구 광평로31길 27",11,29,84.97,6,"179500"
"11680-251","한스빌","서울특별시 강남구 도곡로3길 26",11,29,39.89,10,"39100"
"11680-3965","강남신동아파밀리에","서울특별시 강남구 헌릉로590길 100",11,30,59.97,4,"117500"
"11680-457","베스젠빌","서울특별시 강남구 논현로97길 74",11,30,127.44,6,"149000"
"11680-496","브라운스톤역삼","서울특별시 강남구 역삼로 171",11,30,59.96,3,"94000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",11,30,122.81,4,"270000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",11,30,74.54,1,"174000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",11,30,39.51,10,"110000"
"11680-425","신현대","서울특별시 강남구 압구정로 151",11,30,183.41,7,"408000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,30,74.97,12,"88000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,30,74.97,9,"86500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,30,74.97,1,"82150"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,30,59.96,4,"72750"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",11,30,74.97,2,"82550"
"11680-4359","청담아르지움","서울특별시 강남구 삼성로135길 15",11,30,22.57,2,"35200"
"11680-539","풍림아이원","서울특별시 강남구 영동대로 330-7",11,30,111.54,9,"210000"
"11680-382","한양","서울특별시 강남구 압구정로 401",11,30,115.24,6,"289000"
"11680-292","현대","서울특별시 강남구 개포로 303",11,30,177.19,6,"290000"
"11680-293","현대","서울특별시 강남구 언주로 107",11,30,165.08,3,"305000"
"11680-320","경남","서울특별시 강남구 논현로 209",12,1,84.94,18,"186000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",12,1,34.44,6,"92000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",12,1,39.6,11,"100000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",12,1,34.44,10,"79500"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",12,1,59.9772,21,"175000"
"11680-315","동익","서울특별시 강남구 광평로39길 3",12,1,84.46,8,"162500"
"11680-3871","래미안그레이튼","서울특별시 강남구 도곡로43길 20",12,1,59.97,8,"198000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",12,1,74.54,2,"186000"
"11680-304","샘터마을","서울특별시 강남구 일원로 120",12,1,101.97,6,"214500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,1,39.53,15,"118000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,1,49.86,4,"140000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",12,1,108.88,3,"278000"
"11680-549","압구정하이츠파크","서울특별시 강남구 압구정로42길 78",12,1,184.02,20,"370000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,1,74.97,7,"85500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,1,74.97,7,"85550"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,1,74.97,11,"86800"
"11680-595","우정에쉐르","서울특별시 강남구 언주로86길 25",12,1,63.67,4,"78000"
"11680-680","월성빌라트","서울특별시 강남구 영동대로114길 23",12,1,82.02,2,"140000"
"11680-218","은마","서울특별시 강남구 삼성로 212",12,1,76.79,9,"195000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,1,63.87,4,"210000"
"11680-379","한양","서울특별시 강남구 압구정로 347",12,1,175.92,8,"442500"
"11680-427","현대","서울특별시 강남구 압구정로29길 23",12,1,108.47,8,"298000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",12,1,160.28,5,"430000"
"11680-417","현대","서울특별시 강남구 압구정로39길 58",12,1,82.5,2,"235000"
"11680-421","현대","서울특별시 강남구 압구정로 201",12,1,196.7,12,"520000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",12,2,61.19,9,"210000"
"11680-320","경남","서울특별시 강남구 논현로 209",12,2,59.76,1,"152500"
"11680-601","동부센트레빌","서울특별시 강남구 선릉로 206",12,2,145.83,22,"393000"
"11680-557","두영","서울특별시 강남구 논현로124길 8",12,2,84.84,4,"94000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",12,2,36.29,8,"36000"
"11680-20","미성","서울특별시 강남구 압구정로 113",12,2,74.4,16,"225000"
"11680-3855","상지리츠빌카일룸","서울특별시 강남구 압구정로79길 72",12,2,196.42,9,"400000"
"11680-3855","상지리츠빌카일룸","서울특별시 강남구 압구정로79길 72",12,2,196.42,9,"414900"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,2,49.86,7,"138000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",12,2,109.24,1,"255000"
"11680-548","압구정케이씨씨","서울특별시 강남구 언주로167길 9",12,2,107.75,12,"213000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,2,59.96,9,"136500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,2,74.97,5,"84800"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",12,2,28.246,14,"81000"
"11680-338","우성사원","서울특별시 강남구 언주로29길 34",12,2,78.99,1,"182500"
"11680-349","한신","서울특별시 강남구 언주로 123",12,2,52.73,4,"176000"
"11680-349","한신","서울특별시 강남구 언주로 123",12,2,52.73,4,"176000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,2,63.87,2,"204000"
"11680-291","현대","서울특별시 강남구 선릉로18길 12",12,2,133.68,4,"179500"
"11680-291","현대","서울특별시 강남구 선릉로18길 12",12,2,133.68,4,"179500"
"11680-422","현대","서울특별시 강남구 압구정로 309",12,2,107.64,11,"275000"
"11680-422","현대","서울특별시 강남구 압구정로 309",12,2,107.64,11,"275000"
"11680-422","현대","서울특별시 강남구 압구정로 309",12,2,107.64,11,"275000"
"11680-422","현대","서울특별시 강남구 압구정로 309",12,2,111.5,9,"255000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",12,2,84.991,11,"250000"
"11680-3680","개나리래미안","서울특별시 강남구 역삼로 306",12,3,84.93,17,"252000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",12,3,83.7,4,"249000"
"11680-320","경남","서울특별시 강남구 논현로 209",12,3,84.94,16,"174500"
"11680-235","네스빌","서울특별시 강남구 테헤란로28길 47",12,3,244.52,2,"182000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",12,3,114.9931,5,"319000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,3,33.18,7,"101300"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,3,33.18,6,"100000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",12,3,182.95,1,"435000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,3,59.96,4,"134000"
"11680-3570","역삼동월드메르디앙","서울특별시 강남구 도곡로21길 15",12,3,83.27,5,"148750"
"11680-218","은마","서울특별시 강남구 삼성로 212",12,3,76.79,5,"200000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,3,137.24,50,"281000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,3,137.24,50,"281000"
"11680-470","타워팰리스","서울특별시 강남구 언주로30길 26",12,3,141.648,42,"290000"
"11680-381","한양","서울특별시 강남구 압구정로 313",12,3,101.09,3,"239000"
"11680-421","현대","서울특별시 강남구 압구정로 201",12,3,144.2,14,"398000"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",12,3,34.995,26,"42000"
"11680-299","가람","서울특별시 강남구 일원로 127",12,4,84.95,1,"198000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",12,4,84.95,8,"136000"
"11680-3964","강남신동아파밀리에","서울특별시 강남구 헌릉로590길 10",12,4,84.98,8,"134500"
"11680-284","개포","서울특별시 강남구 언주로 3",12,4,54.98,1,"146000"
"11680-580","대치동우정에쉐르","서울특별시 강남구 삼성로85길 38",12,4,79.07,3,"86000"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",12,4,107.53,2,"196500"
"11680-473","동양파라곤","서울특별시 강남구 언주로130길 30",12,4,160.33,9,"272000"
NA,"디에이치아너힐즈","서울특별시 강남구 삼성로 11",12,4,84.357,23,"284000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",12,4,99.991,19,"300000"
