"일련번호","아파트","도로명주소","월","일","전용면적","층","거래금액"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",9,9,83.17,14,"230000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",9,9,83.21,10,"220000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",9,9,34.44,2,"87000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",9,9,59.967,11,"197000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",9,9,59.96,11,"182500"
"11680-426","신현대","서울특별시 강남구 압구정로 151",9,9,107.16,6,"259000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,9,59.96,6,"74400"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",9,9,84.98,3,"268000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,11,74.97,1,"82300"
"11680-339","역삼우성","서울특별시 강남구 남부순환로363길 49",9,11,84.83,6,"172000"
"11680-83","현대","서울특별시 강남구 선릉로 748",9,11,84.76,5,"160000"
"11680-83","현대","서울특별시 강남구 선릉로 748",9,11,84.76,5,"160000"
"11680-411","금호어울림","서울특별시 강남구 도곡로7길 22",9,12,84.95,3,"149200"
"11680-426","신현대","서울특별시 강남구 압구정로 151",9,12,110.82,7,"262000"
"11680-338","우성사원","서울특별시 강남구 언주로29길 34",9,12,70.89,2,"158000"
"11680-4004","청담자이","서울특별시 강남구 영동대로138길 12",9,12,49.593,10,"175000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,12,164.97,25,"343500"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",9,12,33.1,14,"37800"
"11680-301","목련타운","서울특별시 강남구 광평로19길 15",9,13,134.71,7,"215000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",9,14,59.9818,5,"218000"
"11680-20","미성","서울특별시 강남구 압구정로 113",9,14,140.9,8,"320000"
"11680-332","삼익","서울특별시 강남구 논현로 218",9,14,104.01,6,"168500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,14,84.92,7,"96450"
"11680-187","진흥","서울특별시 강남구 학동로88길 5",9,14,207.82,13,"310000"
"11680-78","청담현대","서울특별시 강남구 도산대로101길 29",9,14,109.53,7,"216000"
"11680-299","가람","서울특별시 강남구 일원로 127",9,15,75.16,4,"184000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",9,15,39.6,13,"104500"
"11680-41","삼환","서울특별시 강남구 학동로77길 49",9,15,84.91,4,"165000"
"11680-304","샘터마을","서울특별시 강남구 일원로 120",9,15,115.366,3,"206000"
"11680-241","세종빌라트","서울특별시 강남구 도곡로23길 31",9,15,122.45,6,"90000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,15,74.97,14,"63000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",9,16,74.25,5,"215000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",9,16,60.76,10,"185000"
"11680-3861","로덴하우스이스트빌리지","서울특별시 강남구 남부순환로378길 9",9,16,243.36,13,"405000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,16,49.86,8,"136000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",9,16,84.83,4,"155500"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",9,16,49.96,5,"109000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",9,16,84.52,1,"149500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,16,84.92,11,"98850"
"11680-218","은마","서울특별시 강남구 삼성로 212",9,16,76.79,11,"208000"
"11680-3682","조이너스","서울특별시 강남구 역삼로19길 12",9,16,84.28,2,"90000"
"11680-523","현대타워","서울특별시 강남구 테헤란로 423",9,16,149.99,18,"160000"
"11680-522","LG선릉에클라트","서울특별시 강남구 테헤란로63길 12",9,16,36.35,13,"40000"
"11680-1","강남상가","서울특별시 강남구 압구정로2길 46",9,17,145.59,6,"110000"
"11680-1","강남상가","서울특별시 강남구 압구정로2길 46",9,17,145.59,6,"110000"
"11680-320","경남","서울특별시 강남구 논현로 209",9,17,84.94,12,"173000"
"11680-304","샘터마을","서울특별시 강남구 일원로 120",9,17,134.438,13,"228000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",9,17,111.38,10,"270000"
"11680-310","개포한신","서울특별시 강남구 개포로110길 43",9,18,107.6,13,"200000"
"11680-3734","도곡아이파크","서울특별시 강남구 도곡로28길 8",9,18,130.259,3,"240000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,18,49.86,14,"136000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,18,33.18,15,"96000"
"11680-318","수서한아름","서울특별시 강남구 광평로51길 22",9,18,129.45,14,"186000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,18,74.97,1,"83550"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,18,84.92,8,"96900"
"11680-471","하이페리온","서울특별시 강남구 도곡로4길 31",9,18,181.2,4,"218500"
"11680-378","한양","서울특별시 강남구 압구정로 321",9,18,78.05,8,"240000"
"11680-380","한양","서울특별시 강남구 압구정로 321",9,18,117.26,9,"275000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",9,19,73.02,9,"203000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",9,19,83.7,3,"230000"
"11680-327","럭키","서울특별시 강남구 논현로 213",9,19,84.97,7,"182000"
"11680-672","새롬","서울특별시 강남구 논현로2길 38",9,19,57.93,6,"53000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,19,33.18,1,"90000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",9,19,84.83,13,"155000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",9,19,35.73,7,"88000"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",9,19,28.246,14,"82000"
"11680-524","우정에쉐르","서울특별시 강남구 테헤란로77길 8",9,19,59.75,5,"77800"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",9,21,172.464,33,"269000"
"11680-3722","쌍용플레티넘밸류","서울특별시 강남구 테헤란로4길 46",9,21,84.9,10,"125000"
"11680-434","LG선릉에클라트","서울특별시 강남구 선릉로100길 42",9,21,36.16,5,"32500"
"11680-578","개포주공","서울특별시 강남구 개포로 516",9,22,60.76,12,"185000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",9,22,49.2,2,"110000"
"11680-41","삼환","서울특별시 강남구 학동로77길 49",9,22,84.91,4,"165000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,22,120.78,28,"240000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,22,120.78,28,"240000"
"11680-673","뉴현대파크빌","서울특별시 강남구 논현로2길 61-4",9,23,69.55,4,"62000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",9,23,130.545,8,"195000"
"11680-4173","래미안도곡카운티","서울특별시 강남구 도곡로 320",9,23,59.98,12,"210000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",9,23,36.29,14,"35000"
"11680-385","미성","서울특별시 강남구 압구정로11길 17",9,23,153.32,8,"357500"
"11680-318","수서한아름","서울특별시 강남구 광평로51길 22",9,23,129.45,3,"183500"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",9,23,84.52,3,"144000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,23,164.97,7,"289000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,23,244.66,47,"535000"
"11680-260","풍림지오빌","서울특별시 강남구 테헤란로5길 36",9,23,42.69,5,"49300"
"11680-481","한보미도맨션","서울특별시 강남구 삼성로 150",9,23,115.05,5,"294000"
"11680-384","한양","서울특별시 강남구 압구정로61길 37",9,23,106.22,10,"269000"
"11680-580","대치동우정에쉐르","서울특별시 강남구 삼성로85길 38",9,24,59.96,10,"70000"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",9,24,107.53,5,"196000"
"11680-315","동익","서울특별시 강남구 광평로39길 3",9,24,60.01,13,"133000"
"11680-3728","롯데캐슬노블","서울특별시 강남구 도곡로13길 19",9,24,176.03,7,"198000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",9,24,74.74,11,"138000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,24,74.97,2,"130000"
"11680-417","현대","서울특별시 강남구 압구정로39길 58",9,24,82.5,12,"239000"
"11680-197","현대","서울특별시 강남구 학동로64길 14",9,24,59.83,8,"149500"
"11680-197","현대","서울특별시 강남구 학동로64길 14",9,24,59.83,8,"149500"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",9,25,49.2,8,"112000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,25,74.97,2,"84050"
"11680-265","역삼동칼라","서울특별시 강남구 논현로101길 6",9,25,57.25,5,"49000"
"11680-337","우성","서울특별시 강남구 언주로 117",9,25,126.46,6,"278500"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",9,25,59.76,3,"140000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",9,25,84.93,3,"170000"
"11680-713","하야트빌","서울특별시 강남구 논현로159길 56",9,25,65.01,2,"74000"
"11680-222","한보미도맨션","서울특별시 강남구 삼성로 150",9,25,84.48,6,"250000"
"11680-222","한보미도맨션","서울특별시 강남구 삼성로 150",9,25,84.48,6,"250000"
"11680-481","한보미도맨션","서울특별시 강남구 삼성로 150",9,25,126.33,11,"310000"
"11680-352","현대그린","서울특별시 강남구 논현로51길 25",9,25,84.72,9,"174000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",9,25,59.947,7,"203500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,26,33.18,5,"99000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,26,39.53,9,"118500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,26,39.53,9,"118500"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",9,26,52.29,3,"115000"
"11680-4515","역삼자이","서울특별시 강남구 언주로 420",9,26,114.019,4,"292000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,26,174.67,15,"350000"
"11680-529","테헤란로대우아이빌","서울특별시 강남구 테헤란로 428",9,26,33.11,19,"38000"
"11680-3705","한화꿈에그린","서울특별시 강남구 봉은사로21길 19",9,26,83.7,6,"132000"
"11680-351","현대","서울특별시 강남구 도곡로18길 35",9,26,84.96,5,"169000"
"11680-4298","강남한양수자인","서울특별시 강남구 자곡로 260",9,27,114.46,6,"176000"
"11680-4084","개나리SK뷰","서울특별시 강남구 역삼로 315-1",9,27,84.99,22,"267000"
NA,"디에이치아너힐즈","서울특별시 강남구 삼성로 11",9,27,84.3558,9,"270000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,27,59.96,6,"125000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,27,84.92,15,"170000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",9,28,39.6,13,"87305"
"11680-531","대우아이빌멤버스","서울특별시 강남구 삼성로85길 42",9,28,35.796,6,"36000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,28,33.18,1,"89000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,28,84.92,7,"97150"
"11680-344","중명하니빌","서울특별시 강남구 남부순환로365길 5",9,28,30.58,5,"32500"
"11680-424","현대","서울특별시 강남구 압구정로29길 69",9,28,108.15,11,"283000"
"11680-283","개포우성","서울특별시 강남구 개포로 307",9,29,104.43,14,"210000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",9,29,51.12,10,"136000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",9,29,35.73,2,"85000"
"11680-472","아이파크","서울특별시 강남구 영동대로 640",9,29,195.388,7,"550000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",9,29,59.76,3,"134000"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",9,29,34.995,22,"39500"
"11680-601","동부센트레빌","서울특별시 강남구 선릉로 206",10,5,121.74,12,"350000"
NA,"디에이치아너힐즈","서울특별시 강남구 삼성로 11",10,5,94.8407,29,"309000"
"11680-666","진넥스빌","서울특별시 강남구 언주로86길 7",10,5,29.44,8,"27500"
"11680-365","타워팰리스","서울특별시 강남구 언주로30길 57",10,5,164.99,47,"300000"
"11680-716","한림","서울특별시 강남구 논현로2길 50",10,5,72.78,6,"72000"
"11680-418","현대저층","서울특별시 강남구 압구정로33길 70",10,5,117.91,5,"330000"
"11680-513","삼성리치빌","서울특별시 강남구 학동로82길 6",10,6,84.98,3,"149900"
"11680-513","삼성리치빌","서울특별시 강남구 학동로82길 6",10,6,84.98,3,"149900"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",10,6,49.2,12,"115500"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",10,6,60,4,"123500"
"11680-4004","청담자이","서울특별시 강남구 영동대로138길 12",10,6,49.593,4,"167900"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",10,6,59.76,6,"138000"
"11680-252","현대까르띠에","서울특별시 강남구 언주로86길 12",10,6,171.944,13,"270000"
"11680-252","현대까르띠에","서울특별시 강남구 언주로86길 12",10,6,171.944,13,"270000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",10,7,49.86,14,"140000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",10,7,110.82,11,"234000"
"11680-3721","쎄비앙","서울특별시 강남구 역삼로34길 25",10,7,99.24,4,"97000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",10,7,84.991,13,"249000"
NA,"논현아이파크","서울특별시 강남구 언주로 615",10,8,47.46,10,"100000"
"11680-682","대치한신휴플러스","서울특별시 강남구 선릉로76길 12",10,8,84.99,7,"160000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",10,8,39.53,15,"124500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",10,8,49.86,13,"137500"
"11680-141","청학","서울특별시 강남구 도산대로 232",10,8,85.12,4,"117000"
"11680-222","한보미도맨션","서울특별시 강남구 삼성로 150",10,8,84.48,5,"258000"
"11680-249","한화진넥스빌","서울특별시 강남구 언주로86길 11",10,8,39.2,19,"37900"
"11680-421","현대","서울특별시 강남구 압구정로 201",10,8,196.7,1,"462500"
